,text,date_published
289,3 50 rare see jungwoo laugh like know im shockedd,2020-10-20
291,3 01 jungwoo,2020-10-20
292,3 14 something donghyuck saying thought soulmates whole chest mark hits different,2020-10-20
294,honestly watched video understood jungwoo attitude look carefully always getting conversation get deep emotional maybe harmful love,2020-10-19
295,talk crying years finally get jungwoo lucas interaction,2020-10-19
296,mark accept age friends hyuck bcos knows needs deal three namely jeno jaemin renjun,2020-10-19
299,many times mark come guest show loll,2020-10-19
300,seriously think hyung issue cause markhyuck summer fight lmao,2020-10-19
302,knew jungwoo would leave haechans kaseyo,2020-10-19
303,confused legit didnt understand whole discussion still cracked big time,2020-10-19
304,days haechan crossing line funny rude,2020-10-19
305,family awww,2020-10-19
306,picture end,2020-10-19
307,mark guest,2020-10-19
308,none jungwoo family crying corner,2020-10-19
309,way hyuckhei heart went dare haechan told everyone mark soulmates infront lucas salad shshhs markhyuck hyuckhei love triangle fics read tho hm,2020-10-19
310,giant baby looks tiny sitting,2020-10-19
314,luwoo markhyuck heart handle,2020-10-19
317,haechan love,2020-10-19
318,love close lucas jungwoo despite separated different groups,2020-10-19
320,mean calculate numbers think roots blah blah blah calculate everything nothing say mark 2020,2020-10-19
321,lucas literally enjoying seat lmao,2020-10-19
326,relationships decide based dates decided hearts mark lee 2020,2020-10-19
329,please someone explain age thing new un nct,2020-10-19
330,mark guesting sun moon twice jungwoo definitely tea mark im pain,2020-10-19
332,used lucas props lmao really tea jungwoo mark,2020-10-19
333,omg look good kind shook jungwoo look tho like damn man,2020-10-19
335,haechan let dream age friends mark wanted say oh fuck mark said like,2020-10-19
337,love seeing people stand side watch,2020-10-19
338,see happy jungwoo lucas finally see long time,2020-10-19
339,mark third wheeling doe,2020-10-19
342,lmaoo loooove taeil haechan 2gether comedy crackheads,2020-10-19
343,much luwoo moments,2020-10-19
345,nobody talking openning haechan taeil episode really like made day,2020-10-19
346,conclusion understand anything wut trynna say age thing,2020-10-19
347,person sitting front camera 0 32 0 45 anybody guess please reply,2020-10-18
348,luwoo back game,2020-10-18
349,need protect lucas cost 3,2020-10-18
350,understand anything swear ahahahah,2020-10-18
351,haechan petty abt mark love sun baby mark dont hurt precious,2020-10-18
352,confusing wtf,2020-10-18
355,haechan tryna start beef,2020-10-18
357,,2020-10-18
358,luwoo shippers yall rn,2020-10-18
360,jungwoo worry alone birth year 1998 bestie,2020-10-18
361,another example jisung chenle sungchan,2020-10-18
362,another example jisung chenle sungchan,2020-10-18
363,2 41 everyone brains stopped working point haechan trying make,2020-10-18
364,aww baby jungwoo sad iam one day older u lonely,2020-10-18
366,luwoo content right nct recognize,2020-10-18
367,lucas jungwoo 98 friends neomu lonely,2020-10-18
368,taeil like problem call anyone hyung,2020-10-18
370,whole story could fire lucas mark would still smiling giggling mark always falls right haechan traps lmao happy see junguwu lucas,2020-10-18
373,luwoo flirting back,2020-10-18
374,haechan thought soulmates mark cough,2020-10-18
375,luwoo everything love jungwoo extra cute lucas tell missed big baby,2020-10-18
376,sun moon become favorite event right lol,2020-10-18
378,feel like mark rapping 3 21 flow thoooo,2020-10-18
379,markhyuck summer fight 2 0 aye,2020-10-18
381,laughed bcs mark laughed,2020-10-18
382,haechan mark always pinch hyungs cheek never let thing since older also haechan mark likes act like friends jungwoo never let friend call name haechan heart,2020-10-18
386,haechan feelings towards mark obvious,2020-10-18
388,kim jungwoo says correct things fact insert yangyang sheep sheep,2020-10-18
390,markhyuck luwoo episode,2020-10-18
391,lucas looks tired everyone please appreciate hard work always support,2020-10-18
397,haechan call jungwoo hyung drop hyung mark complicate thing jungwoo flirting fighting lucas taeil happened ikr,2020-10-18
398,funniest episode ever hsgfhskakzhdga,2020-10-18
399,could watch full one hour video arguing birth year,2020-10-18
401,haechan thought soulmates mark chokes,2020-10-18
403,funny funny eps laugh hard game,2020-10-18
404,funny,2020-10-18
406,0 22 back,2020-10-18
407,thought soulmates,2020-10-18
408,yuta next eps please,2020-10-18
411,episode haechan getting offended friends mark settle giving mark hyung title according logic age friends nice try haechan hahaha love friendship mark tho thing mark ever give satisfaction age friends rather abuse receives dreamies time time,2020-10-18
412,anyone notice lucas leg jungwoo lap,2020-10-18
413,lol conclusion haechan wants call mark without hyung,2020-10-18
415,thing got 7 00 minutes haechan wants stop calling mark hyung,2020-10-18
416,let say never seen someone aggressive passionate haechan talking calling hyung,2020-10-18
417,sm needs put haechan variety shows absolute natural even try hilarious,2020-10-18
418,haechan thought soulmates mark chokes,2020-10-18
420,haechan thought soulmates mark chokes markhyuck looks like backstreet relationship hyuck gets jealous boyfriend might get stolen decided reveal everything,2020-10-18
421,winwin going appear show 언제 win win이 쇼에 나타날까요 동 시청은 언제 출연 할 예정입니까,2020-10-18
423,single quiet moment nct either random singing peacock voice photoshoot,2020-10-18
425,whole video haechan plotting situation end drop hyung mark hahaha idek conclusion anyway like sun moon corner xd,2020-10-18
427,thumbnail lucas jungwoo next squels high chipmunk time ship folks,2020-10-18
430,understand korea age ranks stuff respect understand mark wants keep hyung dongsaeng agenda donghyuck makes little sad years hyuck trying drop formalities friends consistently turned seeing easy mark drop formalities members see hyuck would desperate chance gets try drop maybe cultural differences grew theres age ranks certain names friends someone bit hard thing grasp idk sometimes wish mark would let hyuck drop formalities carry friends without formalities understand though mark fond taking care hyuck thats wholesome know fact mark dropped formalities dream would definitely get clowned 10x worse already hehe little sad think,2020-10-18
432,4 05 jungwoo coddling voice aww,2020-10-18
436,7 minutes arguing ages lucas highly confused amused everything lol,2020-10-18
438,hoped invited 00 line guest star think would interesting chaos time,2020-10-18
439,lol sun moon episode slowly escalated maury episode,2020-10-18
440,jebal jebal really want boyfriend like haechan also curious per segment haechan taeil change costumes,2020-10-18
442,mark gotta defense hyung titile dreamies thoes cute little demons eat whole lol,2020-10-18
443,everybody acting like lucas ditz members think first says realized problem actually pointing realized root issue problem lucas came realize happening jungwoo one born 1998 means age friends feels nice jungwoo allow mark act like age friend oblivious,2020-10-17
445,mark seriously going interview luwoo flirting beside,2020-10-17
446,really want see jungwoo everywhere like seriously evveerywheererree gaining much confidence love bcz remember much confidence start would start worry much love babyyyy whole heart,2020-10-17
447,actually bcos trainee jungwoo longest trainee sm rookies nct debut doyoung even mention vlive jungwoo leader among sm trainer looks cool trainee ask permission go toilet want leave practice room,2020-10-17
450,always found haechan taeil relationship adorable oldest youngest 127 play well together also haechan bias taeil cutest thing ever 3 taeil one members accepts haechan affection without complaints hahahahaha looking mark lee let boy love youuuu,2020-10-17
452,help taking heachan side debate even though jungwoo stance mature fact mark contradiction would annoy place understand haechan,2020-10-17
453,nct members feel uncomfortable sit sofa bu said sofa comfortable true want leave lol,2020-10-17
457,haechan never gonna leave mark alone age friend thing achieves something considers fair seems thinks easier treat people close way wants everyone else wants one mark either equally likely,2020-10-17
459,2000 baby,2020-10-17
460,saga lucas know continued,2020-10-17
461,0 53 mark slapping lucas jungwoo butts,2020-10-17
463,jungwoo getting hotter lately,2020-10-17
464,episode funny,2020-10-17
465,next winwin yuta,2020-10-17
466,jungwoo feel everytime watch di ko explain 정우 내 사랑 我非常爱你 私は本当にあなたをとても好きです,2020-10-17
467,slowly becoming daily source happiness,2020-10-17
469,love luwoo much,2020-10-17
471,none us friends family junguwu 2020,2020-10-17
473,worry haechan friend,2020-10-17
474,ok talk hot mark looks,2020-10-17
475,basically 7 minutes haechan getting jealous jungwoo still call mark hyung lololol,2020-10-17
476,one really lost throughout video,2020-10-17
477,chaotic episode sun moon yet favorite,2020-10-17
478,really missed seeing jungwoo lucas,2020-10-17
480,miss lucas jungwoo,2020-10-17
484,talkshow debate contest lol,2020-10-17
487,funny haechan pranks something else make laugh lot,2020-10-17
488,way lucas sitting looks uncomfortable comfortable time,2020-10-17
489,lucas like became one bean bag super cute lol,2020-10-17
490,sound weird haechan called lucas hyung help,2020-10-17
491,thought soulmates hyuck ah mark never admit,2020-10-17
492,guests leave set,2020-10-17
495,winwin gonna make appearance,2020-10-17
497,love,2020-10-17
498,1998 liner jungwoo friend uwu,2020-10-17
499,chaotic bother reading subs,2020-10-17
500,missed luwoo interactions soft,2020-10-17
501,longest ep history sun moon,2020-10-17
503,3 14 donghyuck upset cause thought mark soulmate heart,2020-10-17
504,lucas wants call others hyung would buy food something little sister would,2020-10-17
507,jungwoo like neomu lonely also members serious conversation lucas laughing ahahhaahhahs haechan neomu sad,2020-10-17
510,ah hahahaha sun moon going crazy 8times interviewing back back,2020-10-17
512,remember age topic hard understand back lol,2020-10-17
513,funny,2020-10-17
514,omg jungwoo x lucas x mark triple comedy,2020-10-17
516,see sijeuni clear haechan jealous mark thinking jungwoo oh man friendship complicated,2020-10-17
517,im laughing entire video,2020-10-17
518,hasnt long mark lucas already made second appearance show lol,2020-10-17
519,teacher maths actually really simple let explain explanation,2020-10-17
520,video energy arm calling singto p sing singto allowing joss call p singto,2020-10-17
521,way morker choked haechan said soulmates bit lmaoo easy tease byeee,2020-10-17
525,talk haechan jealous jungwoo close mark,2020-10-17
526,literally idea theyre talking abt,2020-10-17
530,conclusion question birth,2020-10-17
531,cuties,2020-10-17
532,whoaaaa got make wish adv,2020-10-17
533,mark looks hot hair keep,2020-10-17
534,next episode jungwoo lucas mark still sitting couch lol,2020-10-17
535,mark decide hearts haechan heart us mark lets put feelings aside haechan thought soulmates lmaoooo markhyuck,2020-10-17
537,jungwoo joined baekhyun lucas long legs make great arm rest club,2020-10-17
540,none us friends family jungwoo 2020,2020-10-17
541,ow really love sun moon much 3 3 3,2020-10-17
543,wait hold mark become prrrrinceeee,2020-10-17
544,gave understanding complaining abt,2020-10-16
545,lucas friends everybody based comfort level probably age kai 1994 lol,2020-10-16
549,idk never seen jungwoo laugh way like ever bias like,2020-10-16
550,haechan thought soulmates markhyuckers wbk,2020-10-16
551,mark haechan bickering funniest thing ever,2020-10-16
552,whyyy hyuck serious hhahaa,2020-10-16
555,haechan jealous markwoo 7 minutes,2020-10-16
559,sun moon love,2020-10-16
560,alternative title video seven minutes haechan call mark mark feat lucas jungwoo taeil,2020-10-16
561,taeil haechan look like screaming mermaids humor nothing,2020-10-16
562,taeil call jungwoo hyung like mark lucas nah like called fetish,2020-10-16
563,somehow felt like vlive love discussing random things,2020-10-16
565,haechan jealous cute little thing,2020-10-16
566,7 minutes hyuck jealous mark call jungwoo friend call mark hyung haechan ah true feelings showing,2020-10-16
569,luwoo confident yet dont post selca together please luwoo selca,2020-10-16
570,seem tense mark haechan getting flashbacks markhyuk fight summer 17,2020-10-16
571,whenever see mark lucas screen mind like neomu lonely kundae chigum neomu happy,2020-10-16
573,markhyuk fight cause vibe getting,2020-10-16
574,okeyy markhyuck base lets gather collect moment made fanmade guyss want see details hahahaha,2020-10-16
575,haechan call mark oppa let drop honorifics shshshs think might actually work,2020-10-16
576,okay discussion haechan call mark friend drop honorifics honestly understand thing,2020-10-16
578,seeing jungwoo lucas together made day,2020-10-16
579,finally lucas jungwoo reunited waiting luwoo moment,2020-10-16
580,lmao haechan emotional like get mark one else okay ship markhyuck bro dont cry,2020-10-16
583,way missed jungwoo happpyyy see really want mv,2020-10-16
586,caswoo super duper clingy,2020-10-16
588,thx sun moon cause got see luwoo,2020-10-16
589,literally hyuck officially cutting extra hyung mwark spilling teas soulmates making mork flustered mentioning discussed room ok got markhyuck,2020-10-16
590,hidden agenda episode make mark consider age dreamies,2020-10-16
591,members spilling 10th 5th floor lucaaas realised problem relatable,2020-10-16
592,luwoo back company makes happy trained together debuted together much interaction back missed lot giants adorable need yuwin interview,2020-10-16
593,everyone debate ages honorifics lucas billion years understood problem,2020-10-16
594,haechan jealous jungwoo mark friendships episode feel like taeil fifth wheel lmao nct fighting love,2020-10-16
595,haechan fire oh gosh barely laughed episodes baby haechanaa cool,2020-10-16
599,one literally one lucas jungwoo put feet jungwoo thigh,2020-10-16
600,thought soulmate hit hard,2020-10-16
602,3 22 3 24 rap mark u made beat,2020-10-16
603,lucas reminds taehyung bts time flies becomes calm behave like laugh giggles make bit worry makes sooo cuteee realized since debut superm look calmm,2020-10-16
604,luwoo markwoo heart cantttt,2020-10-16
605,understand issue okay cus lucas looked like baby whole video,2020-10-16
606,3 14 bringing markhyuck summer fight lol jk skskujxbshzn jungwoo let haechan show hahahzvshs luwoo rising,2020-10-16
608,haechan literally proclaiming mark soul mates love energy king,2020-10-16
611,markulee oh men come men love lots nct2020,2020-10-16
612,actually still get,2020-10-16
616,taeil third party two bold couples,2020-10-16
617,mark haechan hahahaha,2020-10-16
619,haechan jealous 7 minutes straight,2020-10-16
621,haechan many people nct born february know right feb calendar always full nct members,2020-10-16
622,really hope get sun moon chenji guests,2020-10-16
625,tael please emotional pop mr director,2020-10-16
627,grateful czennies make crack video many crack vid worthy scenes haechan soulmates mark chokes,2020-10-16
629,honestly though see haechan upset mark kept saying dropping honorifics feel close numbers haechan known mark years must felt slighted mark essentially became friends jungwoo haechan must feel mark feel close haechan kinda sad really,2020-10-16
630,guests starting leave jaejaez started,2020-10-16
631,uwu xuxi everything,2020-10-16
632,taeil haechan sing together,2020-10-16
633,video time really makes dizzy actually discussed omg lmao,2020-10-16
634,luwoo love enough one markhyuk sometimes love conventional taeil nothing wrong loving,2020-10-16
636,mark human relationship decide based dates decide heart haechan mark haechan hearts feel thought seoulmates haechan aaaa,2020-10-16
641,talk selves instead talked age seniority nct really mess still love heartue,2020-10-16
642,funny hc getting jealous mark said likes jungwoo ended salty till talk end,2020-10-16
643,lucas huge looks small sandwiched jungwoo mark lmao,2020-10-16
644,glad mic audio would chaotic,2020-10-16
646,confused ass korean age system works,2020-10-16
648,luwoo heart aside wayv members jungwoo also person really understand know lucas really miss lot haechan really loves mark hahahahaaa,2020-10-16
649,get mark tho hyung something probably even work time leverage haechan feeling mind dropping honorifics dreamies much minds haechan friends dreamies haechan dreamies package deal,2020-10-16
650,entire time eyes seeing lucas thighs,2020-10-16
651,really like haechan voice say welcome intro really addiction,2020-10-16
652,winwin plss hope nxt ep winwin,2020-10-16
653,lucas looks lost hahshwhahahw thats cute anyway way sit middle looks like sofa sucking sbxiwna smol xuxi,2020-10-16
654,lucas talk jungwoo hehehehhehee r u cute lucas,2020-10-16
655,funniest episode laughed time start watching,2020-10-16
656,episode funny cause jungwoo pure comedian,2020-10-16
657,title complicated relationship,2020-10-16
659,someone tell title song singing beginning,2020-10-16
660,getting summer fight 2 0 coz really fire haechan serious mark worried hehe,2020-10-16
661,jungwoo stares lucas meanwhile lucas stares mark mark stares haechan taeil neomu lonely,2020-10-16
662,luwooo want moments,2020-10-16
663,markie hypocrite lmao,2020-10-16
664,really drop whole year month thingy friends click cares right,2020-10-16
665,think make jungwoo honourary 97er also 96 could merge 95 comfortably,2020-10-16
668,one jungwoo conversation getting point,2020-10-16
669,age important least keep kpop humble request,2020-10-16
673,finished quiz watched head hurts,2020-10-16
675,age issue always confusing opinion stick rule agreement parties drop honorific like mark jungwoo,2020-10-16
676,please need yuta winwin together pd luwoo alive,2020-10-16
678,haechan thought soulmates mark chokes saliva,2020-10-16
679,haechan seems like jealous wife,2020-10-16
680,seems like episode space markhyuck mark donghyuk fight haha mean like lot see summer fight season 2 still dunno matter last summer fight,2020-10-16
683,tt luwoo heart uwu,2020-10-16
684,winwin every guests hes audience hahahhaha supportive gege,2020-10-16
685,jungwoo yaaa 98 line friend wish tho,2020-10-16
686,lucas jungwoo together long time,2020-10-16
687,way mark call sun moon shi,2020-10-16
688,guys funny love relationship _,2020-10-16
689,protective heechan,2020-10-16
691,expecting lucas jungwoo aged friends telling us mark jungwoo hahah,2020-10-16
692,us first half ngl,2020-10-16
693,series gets surreal episodes evolve,2020-10-16
696,everything im really sorry taking seriously feel big problem talk thoughts still love tho matter think fullsun taking topics serious bet jealous way mark treat others like age hyuck even smile except taeil hyung make jokes hearts feel think soulmates really deep questions mark lee dont forgot hyuckie since day one want attentions like old daysss,2020-10-16
698,0 16 taeil haechan suddenly started sing,2020-10-16
699,eps show jealous haechan mark jungwoo relationships lol geminis cute yet scary bff lover,2020-10-16
700,wonder sat behind jongwoo mark lucas interviewed anyone know,2020-10-16
701,hands favorite sun moon episode far,2020-10-16
